"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,57.5,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,57.5,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,58.1,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,59.3,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,60.4,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,63.3,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,61.5,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,56,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,53.5,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,52.4,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,52.1,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,52.6,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,52.6,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,52.3,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,43.6,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,42.6,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,42.1,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,42.1,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,42.1,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,42.4,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,42.8,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,43.4,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,44.1,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,44.5,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,45,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,45.5,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,45.3,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,45.8,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,45.8,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,45.8,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,44.7,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,44.2,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,44.1,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,43.9,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,62.1,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,62.5,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,62.6,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,62.2,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,61.8,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,61.4,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,61.3,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,61.5,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,60.7,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,59.9,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,59.5,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,58.9,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,57.9,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,57.6,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,57.6,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,57.7,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,57.9,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,58.1,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,57.8,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,56.8,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,56.6,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,56.6,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,56.5,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,58.6,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,59.1,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,59.4,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,59.1,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,60.1,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,60.7,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,60.8,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,60.9,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,56.4,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,56.8,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,58.5,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,59,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,60.1,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,59.4,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,60,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,59.9,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,60,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,60.1,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,59.8,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,58.8,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,58.9,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,59.3,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,59.6,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,59.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,60.8,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,61.5,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,60.9,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,60.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,58.5,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,59.1,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,59.9,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,60.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,61.6,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,52.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,52.8,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,53.3,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,52.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,52.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,53.1,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,52.4,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,53.7,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,53.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,55.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,55.2,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,54.8,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,55.7,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,56.1,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,56.8,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,57.5,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,56.8,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,55.3,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,56.1,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,58,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,58.2,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,58,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,57.7,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,56.8,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,56.8,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,56.2,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,57.2,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,57.2,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,58,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,57.9,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,57.6,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,56.7,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,56.5,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,56.7,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,57.5,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,53.4,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,54.2,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,54.9,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,54.8,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,54.8,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,55.7,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,56.3,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,57.8,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,59.1,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,60.1,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,61.1,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,61.5,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,61.9,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,59.9,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,59.5,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,59.7,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,60.4,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,61.8,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,62.9,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,62.5,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,61.6,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,61.3,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,61.2,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,58.8,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,57.1,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,56.6,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,57.1,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,58.8,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,60.6,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,61.5,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,61,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,60,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,60.5,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,61.2,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,62.2,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,63,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,63.1,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,64.2,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,65.1,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,65.6,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,65.9,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,65.5,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,64,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,63.5,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,63.9,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,63.3,,
