LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2008,2008,PC,Percentage,0,Units,,,7.425,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2009,2009,PC,Percentage,0,Units,,,7.225,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2010,2010,PC,Percentage,0,Units,,,6.575,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2011,2011,PC,Percentage,0,Units,,,5.516667,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2012,2012,PC,Percentage,0,Units,,,5.083333,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2013,2013,PC,Percentage,0,Units,,,4.95,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2014,2014,PC,Percentage,0,Units,,,4.708333,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2015,2015,PC,Percentage,0,Units,,,4.366667,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2016,2016,PC,Percentage,0,Units,,,3.908333,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2017,2017,PC,Percentage,0,Units,,,3.566667,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2018,2018,PC,Percentage,0,Units,,,3.208333,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2019,2019,PC,Percentage,0,Units,,,2.975,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2020,2020,PC,Percentage,0,Units,,,3.625,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2021,2021,PC,Percentage,0,Units,,,3.575,,
DEU,Germany,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2022,2022,PC,Percentage,0,Units,,,3.066667,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1999,1999,PC,Percentage,0,Units,,,11.98333,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2000,2000,PC,Percentage,0,Units,,,11.23333,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2001,2001,PC,Percentage,0,Units,,,10.675,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2002,2002,PC,Percentage,0,Units,,,10.33333,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2003,2003,PC,Percentage,0,Units,,,9.741667,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2004,2004,PC,Percentage,0,Units,,,10.60833,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2005,2005,PC,Percentage,0,Units,,,10.00833,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2006,2006,PC,Percentage,0,Units,,,9.033334,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2007,2007,PC,Percentage,0,Units,,,8.416667,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2008,2008,PC,Percentage,0,Units,,,7.766667,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2009,2009,PC,Percentage,0,Units,,,9.75,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2010,2010,PC,Percentage,0,Units,,,12.95833,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2011,2011,PC,Percentage,0,Units,,,18.09167,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2012,2012,PC,Percentage,0,Units,,,24.80833,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2013,2013,PC,Percentage,0,Units,,,27.825,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2014,2014,PC,Percentage,0,Units,,,26.65,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2015,2015,PC,Percentage,0,Units,,,24.98333,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2016,2016,PC,Percentage,0,Units,,,23.875,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2017,2017,PC,Percentage,0,Units,,,21.84167,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2018,2018,PC,Percentage,0,Units,,,19.74167,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2019,2019,PC,Percentage,0,Units,,,17.88333,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2020,2020,PC,Percentage,0,Units,,,17.61667,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2021,2021,PC,Percentage,0,Units,,,14.79167,,
GRC,Greece,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2022,2022,PC,Percentage,0,Units,,,12.45833,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1996,1996,PC,Percentage,0,Units,,,9.916667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1997,1997,PC,Percentage,0,Units,,,9.05,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1998,1998,PC,Percentage,0,Units,,,8.708333,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1999,1999,PC,Percentage,0,Units,,,6.866667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2000,2000,PC,Percentage,0,Units,,,6.266667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2001,2001,PC,Percentage,0,Units,,,5.575,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2002,2002,PC,Percentage,0,Units,,,5.583333,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2003,2003,PC,Percentage,0,Units,,,5.741667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2004,2004,PC,Percentage,0,Units,,,6.066667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2005,2005,PC,Percentage,0,Units,,,7.175,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2006,2006,PC,Percentage,0,Units,,,7.458333,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2007,2007,PC,Percentage,0,Units,,,7.391667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2008,2008,PC,Percentage,0,Units,,,7.8,B,Break
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2009,2009,PC,Percentage,0,Units,,,9.675,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2010,2010,PC,Percentage,0,Units,,,10.8,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2011,2011,PC,Percentage,0,Units,,,10.65833,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2012,2012,PC,Percentage,0,Units,,,10.58333,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2013,2013,PC,Percentage,0,Units,,,9.633333,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2014,2014,PC,Percentage,0,Units,,,7.458333,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2015,2015,PC,Percentage,0,Units,,,6.516667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2016,2016,PC,Percentage,0,Units,,,4.883333,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2017,2017,PC,Percentage,0,Units,,,4.05,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2018,2018,PC,Percentage,0,Units,,,3.525,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2019,2019,PC,Percentage,0,Units,,,3.25,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2020,2020,PC,Percentage,0,Units,,,4.141667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2021,2021,PC,Percentage,0,Units,,,4.041667,,
HUN,Hungary,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2022,2022,PC,Percentage,0,Units,,,3.616667,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2003,2003,PC,Percentage,0,Units,,,3.516667,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2004,2004,PC,Percentage,0,Units,,,3.408333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2005,2005,PC,Percentage,0,Units,,,2.883333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2006,2006,PC,Percentage,0,Units,,,3.208333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2007,2007,PC,Percentage,0,Units,,,2.475,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2008,2008,PC,Percentage,0,Units,,,3.333333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2009,2009,PC,Percentage,0,Units,,,8.016666,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2010,2010,PC,Percentage,0,Units,,,8.3,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2011,2011,PC,Percentage,0,Units,,,7.675,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2012,2012,PC,Percentage,0,Units,,,6.633333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2013,2013,PC,Percentage,0,Units,,,5.841667,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2014,2014,PC,Percentage,0,Units,,,5.408333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2015,2015,PC,Percentage,0,Units,,,4.508333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2016,2016,PC,Percentage,0,Units,,,3.341667,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2017,2017,PC,Percentage,0,Units,,,3.283333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2018,2018,PC,Percentage,0,Units,,,3.1,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2019,2019,PC,Percentage,0,Units,,,3.933333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2020,2020,PC,Percentage,0,Units,,,6.433333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2021,2021,PC,Percentage,0,Units,,,6.008333,,
ISL,Iceland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2022,2022,PC,Percentage,0,Units,,,3.75,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1990,1990,PC,Percentage,0,Units,,,13.45,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1991,1991,PC,Percentage,0,Units,,,14.75833,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1992,1992,PC,Percentage,0,Units,,,15.39167,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1993,1993,PC,Percentage,0,Units,,,15.64167,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1994,1994,PC,Percentage,0,Units,,,14.34167,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1995,1995,PC,Percentage,0,Units,,,12.29167,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1996,1996,PC,Percentage,0,Units,,,11.66667,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1997,1997,PC,Percentage,0,Units,,,9.875,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1998,1998,PC,Percentage,0,Units,,,7.55,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1999,1999,PC,Percentage,0,Units,,,5.933333,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2000,2000,PC,Percentage,0,Units,,,4.4,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2001,2001,PC,Percentage,0,Units,,,4.175,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2002,2002,PC,Percentage,0,Units,,,4.725,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2003,2003,PC,Percentage,0,Units,,,4.85,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2004,2004,PC,Percentage,0,Units,,,4.741667,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2005,2005,PC,Percentage,0,Units,,,4.633333,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2006,2006,PC,Percentage,0,Units,,,4.791667,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2007,2007,PC,Percentage,0,Units,,,5,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2008,2008,PC,Percentage,0,Units,,,6.791667,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2009,2009,PC,Percentage,0,Units,,,12.65833,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2010,2010,PC,Percentage,0,Units,,,14.575,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2011,2011,PC,Percentage,0,Units,,,15.40833,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2012,2012,PC,Percentage,0,Units,,,15.48333,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2013,2013,PC,Percentage,0,Units,,,13.775,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2014,2014,PC,Percentage,0,Units,,,11.88333,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2015,2015,PC,Percentage,0,Units,,,9.925,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2016,2016,PC,Percentage,0,Units,,,8.408334,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2017,2017,PC,Percentage,0,Units,,,6.733333,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2018,2018,PC,Percentage,0,Units,,,5.775,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2019,2019,PC,Percentage,0,Units,,,4.975,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2020,2020,PC,Percentage,0,Units,,,5.85,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2021,2021,PC,Percentage,0,Units,,,6.266667,,
IRL,Ireland,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2022,2022,PC,Percentage,0,Units,,,4.5,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1990,1990,PC,Percentage,0,Units,,,8.866667,P,Provisional value
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1991,1991,PC,Percentage,0,Units,,,8.516666,P,Provisional value
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1992,1992,PC,Percentage,0,Units,,,8.791667,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1993,1993,PC,Percentage,0,Units,,,9.725,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1994,1994,PC,Percentage,0,Units,,,10.65,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1995,1995,PC,Percentage,0,Units,,,11.18333,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1996,1996,PC,Percentage,0,Units,,,11.16667,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1997,1997,PC,Percentage,0,Units,,,11.21667,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1998,1998,PC,Percentage,0,Units,,,11.3,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1999,1999,PC,Percentage,0,Units,,,10.86667,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2000,2000,PC,Percentage,0,Units,,,10.05,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2001,2001,PC,Percentage,0,Units,,,9.008333,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2002,2002,PC,Percentage,0,Units,,,8.475,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2003,2003,PC,Percentage,0,Units,,,8.433333,B,Break
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2004,2004,PC,Percentage,0,Units,,,8.05,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2005,2005,PC,Percentage,0,Units,,,7.783333,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2006,2006,PC,Percentage,0,Units,,,6.866667,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2007,2007,PC,Percentage,0,Units,,,6.15,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2008,2008,PC,Percentage,0,Units,,,6.775,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2009,2009,PC,Percentage,0,Units,,,7.875,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2010,2010,PC,Percentage,0,Units,,,8.541667,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2011,2011,PC,Percentage,0,Units,,,8.508333,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2012,2012,PC,Percentage,0,Units,,,10.88333,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2013,2013,PC,Percentage,0,Units,,,12.36667,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2014,2014,PC,Percentage,0,Units,,,12.825,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2015,2015,PC,Percentage,0,Units,,,12,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2016,2016,PC,Percentage,0,Units,,,11.75,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2017,2017,PC,Percentage,0,Units,,,11.25833,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2018,2018,PC,Percentage,0,Units,,,10.6,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2019,2019,PC,Percentage,0,Units,,,9.933333,,
ITA,Italy,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2020,2020,PC,Percentage,0,Units,,,9.3,,
